node_id,customer_count,supplier_count,betweenness,pagerank,rank_betweenness,rank_pagerank,rank_customers,best_centrality_rank,failed_firms,failed_oems,production_value_at_risk,share_of_oem_value,deepest_cascade,rank_impact,blockade_value_at_risk,blockade_share_of_oem_value,rank_gap,node_name,tier_name,tier_label,flow_order,region_id,trade_bloc,category_id,is_logistics_hub,node_kind,breaks_something
RAW_MATERIAL_0015,4.0,0.0,0.0,0.0006492579887766,1111.0,223.0,638.0,223.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,-103.0,Vantor Resources - Villach,RAW_MATERIAL,Raw Material,0,Europe,Western,Crude industrial gas,0,Firm,Replaceable
RAW_MATERIAL_0016,1.0,0.0,0.0,0.0002266025238389,1111.0,967.0,1211.0,967.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,641.0,Orvid Extraction - Belo Horizonte,RAW_MATERIAL,Raw Material,0,Rest of World,Unaligned,Copper,0,Firm,Replaceable
RAW_MATERIAL_0017,9.0,0.0,0.0,0.0008614363257319,1111.0,131.0,304.0,131.0,1.0,0.0,0.0,0.0,1.0,326.0,0.0,0.0,-195.0,Ystad Feedstock - Chengdu,RAW_MATERIAL,Raw Material,0,China,East Asia,Substrate resin,0,Firm,Causes failure
RAW_MATERIAL_0018,4.0,0.0,0.0,0.0005045119427801,1111.0,329.0,638.0,329.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,3.0,Ferrin Minerals - Shenzhen,RAW_MATERIAL,Raw Material,0,China,East Asia,Substrate resin,0,Firm,Replaceable
RAW_MATERIAL_0019,9.0,0.0,0.0,0.0007241289464194,1111.0,189.0,304.0,189.0,1.0,0.0,0.0,0.0,1.0,326.0,0.0,0.0,-137.0,Faryn Extraction - Hiroshima,RAW_MATERIAL,Raw Material,0,Japan,East Asia,Substrate resin,0,Firm,Causes failure
RAW_MATERIAL_0020,2.0,0.0,0.0,0.0002009021250091,1111.0,1092.0,975.0,975.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,649.0,Quill Resources - Xi'an,RAW_MATERIAL,Raw Material,0,China,East Asia,Crude industrial gas,0,Firm,Replaceable
RAW_MATERIAL_0021,3.0,0.0,0.0,0.0006563876525691,1111.0,217.0,774.0,217.0,3.0,0.0,0.0,0.0,2.0,326.0,0.0,0.0,-109.0,Ader Resources - Xi'an,RAW_MATERIAL,Raw Material,0,China,East Asia,Crude industrial gas,0,Firm,Causes failure
RAW_MATERIAL_0022,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Mervi Resources - Austin,RAW_MATERIAL,Raw Material,0,North America,Western,Copper,0,Firm,Replaceable
RAW_MATERIAL_0023,3.0,0.0,0.0,0.0004923277220177,1111.0,345.0,774.0,345.0,1.0,0.0,0.0,0.0,1.0,326.0,0.0,0.0,19.0,Solvex Feedstock - Belo Horizonte,RAW_MATERIAL,Raw Material,0,Rest of World,Unaligned,Bulk chemical,0,Firm,Causes failure
RAW_MATERIAL_0024,3.0,0.0,0.0,0.0004773063771275,1111.0,359.0,774.0,359.0,1.0,0.0,0.0,0.0,1.0,326.0,0.0,0.0,33.0,Belan Resources - Dalian,RAW_MATERIAL,Raw Material,0,China,East Asia,Substrate resin,0,Firm,Causes failure
RAW_MATERIAL_0025,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Ystad Feedstock - Kolwezi,RAW_MATERIAL,Raw Material,0,Rest of World,Unaligned,Gold,0,Firm,Replaceable
RAW_MATERIAL_0026,1.0,0.0,0.0,0.0002252074510187,1111.0,974.0,1211.0,974.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,648.0,Calder Resources - Kolwezi,RAW_MATERIAL,Raw Material,0,Rest of World,Unaligned,Silicon feedstock,0,Firm,Replaceable
RAW_MATERIAL_0027,10.0,0.0,0.0,0.0009842117022743,1111.0,110.0,267.0,110.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,-216.0,Ulvid Feedstock - Icheon,RAW_MATERIAL,Raw Material,0,Korea,East Asia,Copper,0,Firm,Replaceable
RAW_MATERIAL_0028,3.0,0.0,0.0,0.0003178743201547,1111.0,638.0,774.0,638.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,312.0,Palter Feedstock - Leixlip,RAW_MATERIAL,Raw Material,0,Europe,Western,Silicon feedstock,0,Firm,Replaceable
RAW_MATERIAL_0029,4.0,0.0,0.0,0.0003442942383967,1111.0,566.0,638.0,566.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,240.0,Elstow Minerals - Xi'an,RAW_MATERIAL,Raw Material,0,China,East Asia,Bulk chemical,0,Firm,Replaceable
RAW_MATERIAL_0030,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Umber Minerals - Dalian,RAW_MATERIAL,Raw Material,0,China,East Asia,Rare earth elements,0,Firm,Replaceable
RAW_MATERIAL_0031,1.0,0.0,0.0,0.0002538354733132,1111.0,841.0,1211.0,841.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,515.0,Solvex Feedstock - Chandler,RAW_MATERIAL,Raw Material,0,North America,Western,Gold,0,Firm,Replaceable
RAW_MATERIAL_0032,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Elstow Extraction - Yokkaichi,RAW_MATERIAL,Raw Material,0,Japan,East Asia,Crude industrial gas,0,Firm,Replaceable
RAW_MATERIAL_0033,5.0,0.0,0.0,0.0003411824359546,1111.0,575.0,549.0,549.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,223.0,Vantor Extraction - Ottawa,RAW_MATERIAL,Raw Material,0,North America,Western,Crude industrial gas,0,Firm,Replaceable
RAW_MATERIAL_0034,2.0,0.0,0.0,0.0002938883135201,1111.0,698.0,975.0,698.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,372.0,Vantor Minerals - Chengdu,RAW_MATERIAL,Raw Material,0,China,East Asia,Bulk chemical,0,Firm,Replaceable
RAW_MATERIAL_0035,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Nevin Resources - Antofagasta,RAW_MATERIAL,Raw Material,0,Rest of World,Unaligned,Bulk chemical,0,Firm,Replaceable
RAW_MATERIAL_0036,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Thorne Feedstock - Shanghai,RAW_MATERIAL,Raw Material,0,China,East Asia,Crude industrial gas,0,Firm,Replaceable
RAW_MATERIAL_0037,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Yarrow Minerals - Bangkok,RAW_MATERIAL,Raw Material,0,Southeast Asia,East Asia,Silicon feedstock,0,Firm,Replaceable
RAW_MATERIAL_0038,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Holt Feedstock - Shenzhen,RAW_MATERIAL,Raw Material,0,China,East Asia,Crude industrial gas,0,Firm,Replaceable
RAW_MATERIAL_0039,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Lumen Minerals - Chandler,RAW_MATERIAL,Raw Material,0,North America,Western,Bulk chemical,0,Firm,Replaceable
RAW_MATERIAL_0040,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Granth Extraction - Dresden,RAW_MATERIAL,Raw Material,0,Europe,Western,Copper,0,Firm,Replaceable
RAW_MATERIAL_0041,13.0,0.0,0.0,0.0016897141978879,1111.0,46.0,193.0,46.0,1.0,0.0,0.0,0.0,1.0,326.0,0.0,0.0,-280.0,Mervi Resources - Hyderabad,RAW_MATERIAL,Raw Material,0,South Asia,Unaligned,Copper,0,Firm,Causes failure
RAW_MATERIAL_0042,1.0,0.0,0.0,0.0001254692667236,1111.0,1482.0,1211.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Quill Extraction - Antofagasta,RAW_MATERIAL,Raw Material,0,Rest of World,Unaligned,Rare earth elements,0,Firm,Replaceable
RAW_MATERIAL_0043,2.0,0.0,0.0,0.0002837943236538,1111.0,728.0,975.0,728.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,402.0,Faryn Resources - Xi'an,RAW_MATERIAL,Raw Material,0,China,East Asia,Rare earth elements,0,Firm,Replaceable
RAW_MATERIAL_0044,1.0,0.0,0.0,0.0001239754539552,1111.0,1494.0,1211.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Thorne Minerals - Tianjin,RAW_MATERIAL,Raw Material,0,China,East Asia,Rare earth elements,0,Firm,Replaceable
RAW_MATERIAL_0045,1.0,0.0,0.0,0.0002684509743672,1111.0,782.0,1211.0,782.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,456.0,Belan Extraction - Shenzhen,RAW_MATERIAL,Raw Material,0,China,East Asia,Rare earth elements,0,Firm,Replaceable
RAW_MATERIAL_0046,2.0,0.0,0.0,0.0002177239699717,1111.0,1013.0,975.0,975.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,649.0,Ader Extraction - Grenoble,RAW_MATERIAL,Raw Material,0,Europe,Western,Silicon feedstock,0,Firm,Replaceable
RAW_MATERIAL_0047,1.0,0.0,0.0,0.0001674098147861,1111.0,1252.0,1211.0,1111.0,1.0,0.0,0.0,0.0,1.0,326.0,0.0,0.0,785.0,Renbeck Resources - Wuxi,RAW_MATERIAL,Raw Material,0,China,East Asia,Silicon feedstock,0,Firm,Causes failure
RAW_MATERIAL_0048,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Calder Extraction - Singapore,RAW_MATERIAL,Raw Material,0,Southeast Asia,East Asia,Bulk chemical,0,Firm,Replaceable
RAW_MATERIAL_0049,8.0,0.0,0.0,0.0008495798566518,1111.0,138.0,348.0,138.0,1.0,0.0,0.0,0.0,1.0,326.0,0.0,0.0,-188.0,Faryn Extraction - Icheon,RAW_MATERIAL,Raw Material,0,Korea,East Asia,Substrate resin,0,Firm,Causes failure
RAW_MATERIAL_0050,2.0,0.0,0.0,0.0003264551410025,1111.0,611.0,975.0,611.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,285.0,Gethin Feedstock - Bac Ninh,RAW_MATERIAL,Raw Material,0,Southeast Asia,East Asia,Silicon feedstock,0,Firm,Replaceable
RAW_MATERIAL_0051,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Vantor Extraction - Chengdu,RAW_MATERIAL,Raw Material,0,China,East Asia,Bulk chemical,0,Firm,Replaceable
RAW_MATERIAL_0052,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Ader Feedstock - Johannesburg,RAW_MATERIAL,Raw Material,0,Rest of World,Unaligned,Copper,0,Firm,Replaceable
RAW_MATERIAL_0053,2.0,0.0,0.0,0.0002898789180534,1111.0,711.0,975.0,711.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,385.0,Ferrin Resources - Shanghai,RAW_MATERIAL,Raw Material,0,China,East Asia,Bulk chemical,0,Firm,Replaceable
RAW_MATERIAL_0054,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Palter Extraction - Dresden,RAW_MATERIAL,Raw Material,0,Europe,Western,Bulk chemical,0,Firm,Replaceable
RAW_MATERIAL_0055,2.0,0.0,0.0,0.000230162900215,1111.0,946.0,975.0,946.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,620.0,Halcy Extraction - Bengaluru,RAW_MATERIAL,Raw Material,0,South Asia,Unaligned,Substrate resin,0,Firm,Replaceable
RAW_MATERIAL_0056,1.0,0.0,0.0,0.0002001836197616,1111.0,1096.0,1211.0,1096.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,770.0,Belan Resources - Xi'an,RAW_MATERIAL,Raw Material,0,China,East Asia,Bulk chemical,0,Firm,Replaceable
RAW_MATERIAL_0057,1.0,0.0,0.0,0.000125431201532,1111.0,1483.0,1211.0,1111.0,1.0,0.0,0.0,0.0,1.0,326.0,0.0,0.0,785.0,Ader Minerals - Malta,RAW_MATERIAL,Raw Material,0,North America,Western,Rare earth elements,0,Firm,Causes failure
RAW_MATERIAL_0058,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Granth Feedstock - Kolwezi,RAW_MATERIAL,Raw Material,0,Rest of World,Unaligned,Silicon feedstock,0,Firm,Replaceable
RAW_MATERIAL_0059,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Alder Extraction - Kolwezi,RAW_MATERIAL,Raw Material,0,Rest of World,Unaligned,Bulk chemical,0,Firm,Replaceable
RAW_MATERIAL_0060,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Mordant Resources - Singapore,RAW_MATERIAL,Raw Material,0,Southeast Asia,East Asia,Bulk chemical,0,Firm,Replaceable
RAW_MATERIAL_0061,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Elstow Extraction - Perth,RAW_MATERIAL,Raw Material,0,Rest of World,Unaligned,Crude industrial gas,0,Firm,Replaceable
RAW_MATERIAL_0062,6.0,0.0,0.0,0.0005162525957325,1111.0,313.0,457.0,313.0,2.0,0.0,0.0,0.0,2.0,326.0,0.0,0.0,-13.0,Palter Resources - Kolwezi,RAW_MATERIAL,Raw Material,0,Rest of World,Unaligned,Silicon feedstock,0,Firm,Causes failure
RAW_MATERIAL_0063,2.0,0.0,0.0,0.0004001803914653,1111.0,467.0,975.0,467.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,141.0,Oxbow Feedstock - Tianjin,RAW_MATERIAL,Raw Material,0,China,East Asia,Crude industrial gas,0,Firm,Replaceable
RAW_MATERIAL_0064,18.0,0.0,0.0,0.0018742195735971,1111.0,37.0,121.0,37.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,-289.0,Mordant Resources - Wuxi,RAW_MATERIAL,Raw Material,0,China,East Asia,Copper,0,Firm,Replaceable
RAW_MATERIAL_0065,3.0,0.0,0.0,0.0004339227171901,1111.0,419.0,774.0,419.0,2.0,0.0,0.0,0.0,2.0,326.0,0.0,0.0,93.0,Thorne Minerals - Yokkaichi,RAW_MATERIAL,Raw Material,0,Japan,East Asia,Silicon feedstock,0,Firm,Causes failure
RAW_MATERIAL_0066,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Noral Feedstock - Pune,RAW_MATERIAL,Raw Material,0,South Asia,Unaligned,Silicon feedstock,0,Firm,Replaceable
RAW_MATERIAL_0067,4.0,0.0,0.0,0.0004312938917782,1111.0,423.0,638.0,423.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,97.0,Jarn Extraction - Wuxi,RAW_MATERIAL,Raw Material,0,China,East Asia,Copper,0,Firm,Replaceable
RAW_MATERIAL_0068,4.0,0.0,0.0,0.0003862725930812,1111.0,487.0,638.0,487.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,161.0,Ader Minerals - Dalian,RAW_MATERIAL,Raw Material,0,China,East Asia,Crude industrial gas,0,Firm,Replaceable
RAW_MATERIAL_0069,7.0,0.0,0.0,0.0006376080137754,1111.0,228.0,407.0,228.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,-98.0,Solvex Extraction - Xi'an,RAW_MATERIAL,Raw Material,0,China,East Asia,Gold,0,Firm,Replaceable
RAW_MATERIAL_0070,2.0,0.0,0.0,0.0001526610688413,1111.0,1323.0,975.0,975.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,649.0,Xanthe Extraction - Chengdu,RAW_MATERIAL,Raw Material,0,China,East Asia,Bulk chemical,0,Firm,Replaceable
RAW_MATERIAL_0071,1.0,0.0,0.0,0.0002698937486141,1111.0,777.0,1211.0,777.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,451.0,Calder Minerals - Bengaluru,RAW_MATERIAL,Raw Material,0,South Asia,Unaligned,Bulk chemical,0,Firm,Replaceable
RAW_MATERIAL_0072,1.0,0.0,0.0,0.0001317606240562,1111.0,1432.0,1211.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Korrin Extraction - Kolwezi,RAW_MATERIAL,Raw Material,0,Rest of World,Unaligned,Gold,0,Firm,Replaceable
RAW_MATERIAL_0073,1.0,0.0,0.0,0.0002876973954773,1111.0,719.0,1211.0,719.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,393.0,Lethe Extraction - Perth,RAW_MATERIAL,Raw Material,0,Rest of World,Unaligned,Rare earth elements,0,Firm,Replaceable
RAW_MATERIAL_0074,3.0,0.0,0.0,0.0006588424377894,1111.0,213.0,774.0,213.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,-113.0,Alder Minerals - Wuxi,RAW_MATERIAL,Raw Material,0,China,East Asia,Crude industrial gas,0,Firm,Replaceable
RAW_MATERIAL_0075,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Noral Extraction - Tianjin,RAW_MATERIAL,Raw Material,0,China,East Asia,Bulk chemical,0,Firm,Replaceable
RAW_MATERIAL_0076,4.0,0.0,0.0,0.0005146125938189,1111.0,315.0,638.0,315.0,1.0,0.0,0.0,0.0,1.0,326.0,0.0,0.0,-11.0,Renbeck Feedstock - Belo Horizonte,RAW_MATERIAL,Raw Material,0,Rest of World,Unaligned,Copper,0,Firm,Causes failure
RAW_MATERIAL_0077,1.0,0.0,0.0,0.000122671715958,1111.0,1501.0,1211.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Stade Resources - Ottawa,RAW_MATERIAL,Raw Material,0,North America,Western,Copper,0,Firm,Replaceable
RAW_MATERIAL_0078,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Ivex Extraction - Perth,RAW_MATERIAL,Raw Material,0,Rest of World,Unaligned,Crude industrial gas,0,Firm,Replaceable
RAW_MATERIAL_0079,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Solvex Resources - Chengdu,RAW_MATERIAL,Raw Material,0,China,East Asia,Substrate resin,0,Firm,Replaceable
RAW_MATERIAL_0080,3.0,0.0,0.0,0.0004354070036499,1111.0,417.0,774.0,417.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,91.0,Rivet Feedstock - Shanghai,RAW_MATERIAL,Raw Material,0,China,East Asia,Copper,0,Firm,Replaceable
RAW_MATERIAL_0081,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Palter Feedstock - Hyderabad,RAW_MATERIAL,Raw Material,0,South Asia,Unaligned,Rare earth elements,0,Firm,Replaceable
RAW_MATERIAL_0082,5.0,0.0,0.0,0.000571917726364,1111.0,270.0,549.0,270.0,1.0,0.0,0.0,0.0,1.0,326.0,0.0,0.0,-56.0,Lethe Resources - Xi'an,RAW_MATERIAL,Raw Material,0,China,East Asia,Bulk chemical,0,Firm,Causes failure
RAW_MATERIAL_0083,1.0,0.0,0.0,0.0002266025238389,1111.0,967.0,1211.0,967.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,641.0,Brant Extraction - Belo Horizonte,RAW_MATERIAL,Raw Material,0,Rest of World,Unaligned,Substrate resin,0,Firm,Replaceable
RAW_MATERIAL_0084,3.0,0.0,0.0,0.0004730594234859,1111.0,370.0,774.0,370.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,44.0,Gethin Minerals - Johannesburg,RAW_MATERIAL,Raw Material,0,Rest of World,Unaligned,Rare earth elements,0,Firm,Replaceable
RAW_MATERIAL_0085,0.0,0.0,0.0,0.0001122065525757,1111.0,1533.0,1533.0,1111.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,785.0,Trellis Resources - Perth,RAW_MATERIAL,Raw Material,0,Rest of World,Unaligned,Crude industrial gas,0,Firm,Replaceable
RAW_MATERIAL_0086,4.0,0.0,0.0,0.0003500885060478,1111.0,549.0,638.0,549.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,223.0,Solvex Extraction - Bac Ninh,RAW_MATERIAL,Raw Material,0,Southeast Asia,East Asia,Gold,0,Firm,Replaceable
RAW_MATERIAL_0087,2.0,0.0,0.0,0.000195517037043,1111.0,1121.0,975.0,975.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,649.0,Mordant Resources - Taoyuan,RAW_MATERIAL,Raw Material,0,Taiwan,East Asia,Gold,0,Firm,Replaceable
RAW_MATERIAL_0088,2.0,0.0,0.0,0.0003731783243307,1111.0,506.0,975.0,506.0,0.0,0.0,0.0,0.0,0.0,326.0,0.0,0.0,180.0,Faryn Minerals - Villach,RAW_MATERIAL,Raw Material,0,Europe,Western,Bulk chemical,0,Firm,Replaceable
