supplier_node_id,supplier_node_name,supplier_tier_id,supplier_region_id,supplier_category_id,supplier_capacity_index,supplier_logistics_kind,supplier_is_logistics_hub,supplier_tier_name,supplier_tier_label,supplier_flow_order,supplier_trade_bloc
RAW_MATERIAL_0015,Vantor Resources - Villach,0,Europe,Crude industrial gas,2.1404495429043586,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0016,Orvid Extraction - Belo Horizonte,0,Rest of World,Copper,1.2755675416847563,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0017,Ystad Feedstock - Chengdu,0,China,Substrate resin,1.0623514441355992,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0018,Ferrin Minerals - Shenzhen,0,China,Substrate resin,2.1691637927400547,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0019,Faryn Extraction - Hiroshima,0,Japan,Substrate resin,0.9546462555064097,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0020,Quill Resources - Xi'an,0,China,Crude industrial gas,2.2348859353692845,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0021,Ader Resources - Xi'an,0,China,Crude industrial gas,2.025258704739244,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0022,Mervi Resources - Austin,0,North America,Copper,0.3984251596671915,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0023,Solvex Feedstock - Belo Horizonte,0,Rest of World,Bulk chemical,5.70534791302323,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0024,Belan Resources - Dalian,0,China,Substrate resin,2.545516906143334,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0025,Ystad Feedstock - Kolwezi,0,Rest of World,Gold,0.8177281294537837,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0026,Calder Resources - Kolwezi,0,Rest of World,Silicon feedstock,2.6601361855465537,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0027,Ulvid Feedstock - Icheon,0,Korea,Copper,2.979582543725419,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0028,Palter Feedstock - Leixlip,0,Europe,Silicon feedstock,2.3559537395333736,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0029,Elstow Minerals - Xi'an,0,China,Bulk chemical,0.32987569688940466,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0030,Umber Minerals - Dalian,0,China,Rare earth elements,1.0806695444730496,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0031,Solvex Feedstock - Chandler,0,North America,Gold,0.27552740194526093,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0032,Elstow Extraction - Yokkaichi,0,Japan,Crude industrial gas,0.2230730258601702,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0033,Vantor Extraction - Ottawa,0,North America,Crude industrial gas,0.5775255667080461,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0034,Vantor Minerals - Chengdu,0,China,Bulk chemical,1.450481808141789,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0035,Nevin Resources - Antofagasta,0,Rest of World,Bulk chemical,0.7763173930481191,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0036,Thorne Feedstock - Shanghai,0,China,Crude industrial gas,1.2231855685919149,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0037,Yarrow Minerals - Bangkok,0,Southeast Asia,Silicon feedstock,0.18372627625530982,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0038,Holt Feedstock - Shenzhen,0,China,Crude industrial gas,1.099815414340173,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0039,Lumen Minerals - Chandler,0,North America,Bulk chemical,0.2546156316264565,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0040,Granth Extraction - Dresden,0,Europe,Copper,0.570422311018084,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0041,Mervi Resources - Hyderabad,0,South Asia,Copper,4.510097040627108,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0042,Quill Extraction - Antofagasta,0,Rest of World,Rare earth elements,0.342128912174029,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0043,Faryn Resources - Xi'an,0,China,Rare earth elements,1.4460488880944717,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0044,Thorne Minerals - Tianjin,0,China,Rare earth elements,0.6675093034554749,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0045,Belan Extraction - Shenzhen,0,China,Rare earth elements,0.20128496989626377,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0046,Ader Extraction - Grenoble,0,Europe,Silicon feedstock,1.182975423440761,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0047,Renbeck Resources - Wuxi,0,China,Silicon feedstock,0.8983565947932752,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0048,Calder Extraction - Singapore,0,Southeast Asia,Bulk chemical,2.963831631523443,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0049,Faryn Extraction - Icheon,0,Korea,Substrate resin,1.1293423362159989,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0050,Gethin Feedstock - Bac Ninh,0,Southeast Asia,Silicon feedstock,0.6953579350550175,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0051,Vantor Extraction - Chengdu,0,China,Bulk chemical,1.026181627063616,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0052,Ader Feedstock - Johannesburg,0,Rest of World,Copper,0.8336170247750746,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0053,Ferrin Resources - Shanghai,0,China,Bulk chemical,3.1627380382387136,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0054,Palter Extraction - Dresden,0,Europe,Bulk chemical,0.11305010866589381,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0055,Halcy Extraction - Bengaluru,0,South Asia,Substrate resin,2.822238572539958,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0056,Belan Resources - Xi'an,0,China,Bulk chemical,0.9040563386820661,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0057,Ader Minerals - Malta,0,North America,Rare earth elements,0.4244405718736419,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0058,Granth Feedstock - Kolwezi,0,Rest of World,Silicon feedstock,1.431596516910009,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0059,Alder Extraction - Kolwezi,0,Rest of World,Bulk chemical,0.4741406133526178,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0060,Mordant Resources - Singapore,0,Southeast Asia,Bulk chemical,1.373639364824031,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0061,Elstow Extraction - Perth,0,Rest of World,Crude industrial gas,0.397452994931912,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0062,Palter Resources - Kolwezi,0,Rest of World,Silicon feedstock,4.4499333089575055,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0063,Oxbow Feedstock - Tianjin,0,China,Crude industrial gas,0.2638555854408566,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0064,Mordant Resources - Wuxi,0,China,Copper,4.230138458326108,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0065,Thorne Minerals - Yokkaichi,0,Japan,Silicon feedstock,0.803219211207115,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0066,Noral Feedstock - Pune,0,South Asia,Silicon feedstock,0.8723794010602614,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0067,Jarn Extraction - Wuxi,0,China,Copper,0.39315140174781676,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0068,Ader Minerals - Dalian,0,China,Crude industrial gas,1.124381803924064,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0069,Solvex Extraction - Xi'an,0,China,Gold,1.0252476297557929,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0070,Xanthe Extraction - Chengdu,0,China,Bulk chemical,1.4841402699840556,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0071,Calder Minerals - Bengaluru,0,South Asia,Bulk chemical,1.1076393178034576,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0072,Korrin Extraction - Kolwezi,0,Rest of World,Gold,0.37773785852462766,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0073,Lethe Extraction - Perth,0,Rest of World,Rare earth elements,0.8603820562183065,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0074,Alder Minerals - Wuxi,0,China,Crude industrial gas,0.23049952239443194,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0075,Noral Extraction - Tianjin,0,China,Bulk chemical,0.8568095614501718,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0076,Renbeck Feedstock - Belo Horizonte,0,Rest of World,Copper,2.213284828035543,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0077,Stade Resources - Ottawa,0,North America,Copper,1.4426335481133596,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0078,Ivex Extraction - Perth,0,Rest of World,Crude industrial gas,0.930713409392877,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0079,Solvex Resources - Chengdu,0,China,Substrate resin,0.6234198043578586,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0080,Rivet Feedstock - Shanghai,0,China,Copper,0.936909021934616,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0081,Palter Feedstock - Hyderabad,0,South Asia,Rare earth elements,0.5223503078621723,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0082,Lethe Resources - Xi'an,0,China,Bulk chemical,2.706483973534908,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0083,Brant Extraction - Belo Horizonte,0,Rest of World,Substrate resin,2.291415025851117,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0084,Gethin Minerals - Johannesburg,0,Rest of World,Rare earth elements,2.547108856075537,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0085,Trellis Resources - Perth,0,Rest of World,Crude industrial gas,0.08655612992985381,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0086,Solvex Extraction - Bac Ninh,0,Southeast Asia,Gold,0.5399114491130387,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0087,Mordant Resources - Taoyuan,0,Taiwan,Gold,0.5650239727711356,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0088,Faryn Minerals - Villach,0,Europe,Bulk chemical,1.0410583844419197,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0089,Ferrin Feedstock - Hiroshima,0,Japan,Rare earth elements,2.0164825931622037,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0090,Ader Minerals - Xi'an,0,China,Bulk chemical,0.7214700099632183,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0091,Mervi Feedstock - Villach,0,Europe,Substrate resin,0.48201603021253764,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0092,Wend Extraction - Shenzhen,0,China,Silicon feedstock,0.42919531941607364,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0093,Jarn Feedstock - Batam,0,Southeast Asia,Copper,0.9125349358737339,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0094,Thorne Minerals - Batangas,0,Southeast Asia,Rare earth elements,1.6718304600906917,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0095,Stade Extraction - Perth,0,Rest of World,Copper,0.6634705478698683,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0096,Lethe Extraction - Johannesburg,0,Rest of World,Copper,0.7303085605116949,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0097,Belan Resources - Belo Horizonte,0,Rest of World,Bulk chemical,0.800918263750255,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0098,Stade Extraction - Tainan,0,Taiwan,Bulk chemical,3.5689022306320686,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0099,Halcy Extraction - Perth,0,Rest of World,Silicon feedstock,1.0763186895712755,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0100,Lethe Extraction - Chandler,0,North America,Crude industrial gas,0.8116540194373877,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0101,Prendel Resources - Wuxi,0,China,Bulk chemical,6.605040890559546,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0102,Holt Extraction - Johannesburg,0,Rest of World,Bulk chemical,1.877534679551043,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0103,Lethe Feedstock - Kolwezi,0,Rest of World,Rare earth elements,1.0177667077058443,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0104,Xanthe Feedstock - Ottawa,0,North America,Copper,0.4741743044899717,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0105,Rivet Feedstock - Shanghai 2,0,China,Silicon feedstock,0.8882581047030159,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0106,Halcy Feedstock - Belo Horizonte,0,Rest of World,Copper,1.0873379971199437,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0107,Solvex Minerals - Hyderabad,0,South Asia,Crude industrial gas,5.637254057889134,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0108,Ystad Resources - Perth,0,Rest of World,Rare earth elements,0.8856940816850248,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0109,Faryn Minerals - Sanand,0,South Asia,Rare earth elements,1.1924187684000023,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0110,Renbeck Extraction - Sanand,0,South Asia,Copper,0.9630926040895978,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0111,Ferrin Extraction - Leixlip,0,Europe,Crude industrial gas,1.3709069591436214,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0112,Alder Resources - Kolwezi,0,Rest of World,Substrate resin,0.39727576370858436,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0113,Doran Resources - Johannesburg,0,Rest of World,Substrate resin,0.653140871664167,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0114,Elstow Resources - Eindhoven,0,Europe,Bulk chemical,1.93439096797758,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0115,Yarrow Resources - Hyderabad,0,South Asia,Bulk chemical,1.5184973712306944,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0116,Zephyr Extraction - Dalian,0,China,Bulk chemical,0.7836630178444063,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0117,Gethin Resources - Shenzhen,0,China,Copper,0.4273064671056052,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0118,Brant Extraction - Kolwezi,0,Rest of World,Silicon feedstock,2.1276380726950848,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0119,Kestrel Resources - Grenoble,0,Europe,Rare earth elements,3.665794916795632,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0120,Ember Minerals - Ottawa,0,North America,Bulk chemical,1.2030593208851095,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0121,Halcy Feedstock - Kolwezi,0,Rest of World,Substrate resin,2.152687004198521,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0122,Holt Minerals - Belo Horizonte,0,Rest of World,Rare earth elements,0.4421250558658404,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0123,Granth Resources - Tianjin,0,China,Silicon feedstock,1.821735730554742,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0124,Doran Minerals - Johannesburg,0,Rest of World,Silicon feedstock,0.10504742791508273,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0125,Zephyr Resources - Xi'an,0,China,Silicon feedstock,0.40461471156552126,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0126,Rivet Feedstock - Malta,0,North America,Crude industrial gas,2.76913870278715,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0127,Korrin Minerals - Gumi,0,Korea,Copper,1.0565582681252577,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0128,Korrin Minerals - Xi'an,0,China,Copper,0.9870545573788696,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0129,Belan Extraction - Shanghai,0,China,Bulk chemical,0.1496366734028728,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0130,Ivex Feedstock - Shanghai,0,China,Gold,4.136741763896977,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0131,Ivex Minerals - Shanghai,0,China,Bulk chemical,2.4179775178838563,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0132,Noral Minerals - Wuxi,0,China,Rare earth elements,0.3429890872715097,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0133,Palter Feedstock - Xi'an,0,China,Bulk chemical,1.9342886526638412,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0134,Renbeck Extraction - Chengdu,0,China,Crude industrial gas,0.7946291376274789,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0135,Holt Extraction - Johannesburg 2,0,Rest of World,Bulk chemical,1.519620104607928,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0136,Verity Extraction - Pune,0,South Asia,Substrate resin,2.045615516645596,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0137,Cortex Minerals - Johannesburg,0,Rest of World,Rare earth elements,2.3230067476742295,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0138,Lethe Resources - Sanand,0,South Asia,Silicon feedstock,1.4221370711968964,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0139,Belan Feedstock - Antofagasta,0,Rest of World,Crude industrial gas,2.039020962583019,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0140,Wexler Resources - Kumamoto,0,Japan,Bulk chemical,5.2010916847579525,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0141,Nevin Feedstock - Taoyuan,0,Taiwan,Rare earth elements,4.837084310873,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0142,Solvex Resources - Tianjin,0,China,Substrate resin,1.357176817598795,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0143,Jarn Minerals - Belo Horizonte,0,Rest of World,Bulk chemical,0.5879410323808291,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0144,Prendel Feedstock - Xi'an,0,China,Bulk chemical,0.6389823486525483,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0145,Lethe Feedstock - Kolwezi 2,0,Rest of World,Copper,1.387800168893626,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0146,Stade Resources - Kolwezi,0,Rest of World,Crude industrial gas,1.4599790183004413,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0147,Renbeck Minerals - Grenoble,0,Europe,Bulk chemical,0.31699180858148335,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0148,Dyne Feedstock - Kolwezi,0,Rest of World,Bulk chemical,1.9639494990816153,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0149,Cortex Extraction - Bengaluru,0,South Asia,Substrate resin,1.0517916648189265,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0150,Jarn Minerals - Gumi,0,Korea,Copper,0.18688086732930131,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0151,Ystad Resources - Belo Horizonte,0,Rest of World,Bulk chemical,1.4628711925106075,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0152,Zephyr Minerals - Austin,0,North America,Crude industrial gas,3.9200898541060045,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0153,Wexler Feedstock - Penang,0,Southeast Asia,Substrate resin,0.5210060082856185,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0154,Rivet Extraction - Shenzhen,0,China,Copper,4.050492580768667,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0155,Nevin Feedstock - Sanand,0,South Asia,Bulk chemical,1.948123651596235,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0156,Korrin Minerals - Villach,0,Europe,Copper,1.0851333451995018,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0157,Korrin Extraction - Cheongju,0,Korea,Substrate resin,3.906483513152427,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0158,Jarn Extraction - Sanand,0,South Asia,Substrate resin,0.5292066356206897,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0159,Xanthe Feedstock - Kitakyushu,0,Japan,Copper,0.6330494030130444,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0160,Brant Minerals - Kolwezi,0,Rest of World,Copper,1.7743484551578965,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0161,Ember Minerals - Dalian,0,China,Copper,2.6123427716842444,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0162,Korrin Extraction - Crolles,0,Europe,Substrate resin,2.0413015017309095,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0163,Umber Feedstock - Leixlip,0,Europe,Bulk chemical,1.0089326203412048,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0164,Cortex Minerals - Perth,0,Rest of World,Copper,2.7964388896472965,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0165,Stade Resources - Kumamoto,0,Japan,Bulk chemical,0.5781594369859794,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0166,Ferrin Feedstock - Ottawa,0,North America,Rare earth elements,1.2556768756755863,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0167,Mordant Feedstock - Bac Ninh,0,Southeast Asia,Rare earth elements,0.7805262235087626,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0168,Halcy Feedstock - Perth,0,Rest of World,Crude industrial gas,0.3889839757334564,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0169,Palter Extraction - Antofagasta,0,Rest of World,Bulk chemical,1.0642769261061653,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0170,Mervi Feedstock - Kolwezi,0,Rest of World,Crude industrial gas,0.24855709774931203,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0171,Holt Resources - Kolwezi,0,Rest of World,Silicon feedstock,0.2697111306197298,,0,RAW_MATERIAL,Raw Material,0,Unaligned
RAW_MATERIAL_0172,Zephyr Extraction - Bac Ninh,0,Southeast Asia,Bulk chemical,0.410695320183281,,0,RAW_MATERIAL,Raw Material,0,East Asia
RAW_MATERIAL_0173,Lumen Resources - Hillsboro,0,North America,Rare earth elements,1.9319843683831195,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0174,Prendel Minerals - Guadalajara,0,North America,Bulk chemical,3.7830941453232168,,0,RAW_MATERIAL,Raw Material,0,Western
RAW_MATERIAL_0175,Halcy Feedstock - Wuxi,0,China,Copper,2.171508221846334,,0,RAW_MATERIAL,Raw Material,0,East Asia
